hour,time_days,Q_c_W,Q_e_kW,W_c1_kW,W_c2_kW,W_total_kW,m_dot_1_kg_s,m_dot_2_kg_s,COP
2599,108.29166666666667,53797.62950920904,41.78076339833673,5.0696418392362235,6.947224271636092,12.016866110872314,0.03892641167975988,0.05262967041142549,4.4768435474649575
2600,108.33333333333333,30154.881822574593,23.419135642735455,2.841657744766971,3.894088435072169,6.73574617983914,0.021819201973929215,0.029500212297382315,4.4768435474649575
2601,108.375,4813.5511203652395,3.738340188973424,0.4536069781834668,0.6216039532083494,1.0752109313918161,0.0034829466328220302,0.004709047801632313,4.476843547464958
2602,108.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,108.45833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,108.54166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,108.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,108.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,108.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,108.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,108.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2611,108.79166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,108.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2613,108.875,5230.0952380952385,4.061840153314173,0.49286018518156055,0.6753948995995045,1.168255084781065,0.003784345931591592,0.005116548649308048,4.4768435474649575
2614,108.91666666666667,30449.422992884844,23.64788466123441,2.8694139536186425,3.9321243780317974,6.801538331650439,0.022032323461934046,0.029788358910113097,4.4768435474649575
2615,108.95833333333333,53950.09523809519,41.89917260340881,5.084009510177535,6.966913124508861,12.050922634686396,0.03903673147979236,0.052778826073738495,4.4768435474649575
2616,109.0,57402.56269502992,44.59726934943486,5.403665043864002,7.40162830173107,12.805293345595071,0.04155767082868728,0.056168115226262055,4.482721414170179
2617,109.04166666666667,70446.60323786481,54.73146131198506,6.631582798800134,9.08355912707963,15.715141925879763,0.05100115066137633,0.0689316424596798,4.48272141417018
2618,109.08333333333333,78646.42991704479,61.102080703542896,7.40348416890856,10.140865044593363,17.544349213501924,0.05693757025637038,0.0769551311007442,4.482721414170178
2619,109.125,81443.23809523806,63.27498034052002,7.666765351443716,10.501492403274344,18.16825775471806,0.058962372428667816,0.0796917936580086,4.482721414170179
