hour,time_days,external_temp_C,ground_temp_C,water_temp_C,sunlight_W,Q_walls_W,Q_ground_W,Q_sun_W,Q_total_W,Q_heat_demand_W
1558,64.91666666666667,5.083550488018153,3.9785714285714286,8.524417470699932,0.0,-123997.91531502573,-6356.380952380953,0.0,-130354.29626740668,130354.29626740668
1559,64.95833333333333,3.9500000000000006,3.9785714285714286,8.524417470699932,0.0,-134880.0,-6356.380952380953,0.0,-141236.38095238095,141236.38095238095
1560,65.0,3.220532111245243,4.742857142857143,8.569918339391203,0.0,-141882.89173204568,-6009.904761904762,0.0,-147892.79649395045,147892.79649395045
1561,65.04166666666667,2.4497767916454727,4.742857142857143,8.569918339391203,0.0,-149282.14280020347,-6009.904761904762,0.0,-155292.04756210823,155292.04756210823
1562,65.08333333333333,1.9652597424980192,4.742857142857143,8.569918339391203,0.0,-153933.506472019,-6009.904761904762,0.0,-159943.41123392378,159943.41123392378
1563,65.125,1.8000000000000007,4.742857142857143,8.569918339391203,0.0,-155520.0,-6009.904761904762,0.0,-161529.90476190476,161529.90476190476
1564,65.16666666666667,1.96525974249802,4.742857142857143,8.569918339391203,0.0,-153933.506472019,-6009.904761904762,0.0,-159943.41123392378,159943.41123392378
1565,65.20833333333333,2.4497767916454727,4.742857142857143,8.569918339391203,0.0,-149282.14280020347,-6009.904761904762,0.0,-155292.04756210823,155292.04756210823
1566,65.25,3.2205321112452454,4.742857142857143,8.569918339391203,0.0,-141882.89173204565,-6009.904761904762,0.0,-147892.79649395042,147892.79649395042
1567,65.29166666666667,4.225000000000001,4.742857142857143,8.569918339391203,30.49314577723114,-132240.0,-6009.904761904762,30.49314577723114,-138219.41161612753,138219.41161612753
1568,65.33333333333333,5.394727631252776,4.742857142857143,8.569918339391203,58.90823406204999,-121010.61473997335,-6009.904761904762,58.90823406204999,-126961.61126781606,126961.61126781606
1569,65.375,6.65,4.742857142857143,8.569918339391203,83.30882354599983,-108960.0,-6009.904761904762,83.30882354599983,-114886.59593835876,114886.59593835876
1570,65.41666666666667,7.905272368747226,4.742857142857143,8.569918339391203,102.03205437963015,-96909.38526002663,-6009.904761904762,102.03205437963015,-102817.25796755176,102817.25796755176
1571,65.45833333333333,9.075000000000001,4.742857142857143,8.569918339391203,113.80196932323099,-85679.99999999999,-6009.904761904762,113.80196932323099,-91576.10279258151,91576.10279258151
1572,65.5,10.079467888754756,4.742857142857143,8.569918339391203,117.81646812410001,-76037.10826795435,-6009.904761904762,117.81646812410001,-81929.196561735,81929.196561735
1573,65.54166666666667,10.850223208354528,4.742857142857143,8.569918339391203,113.80196932323099,-68637.85719979653,-6009.904761904762,113.80196932323099,-74533.95999237806,74533.95999237806
1574,65.58333333333333,11.33474025750198,4.742857142857143,8.569918339391203,102.03205437963017,-63986.49352798099,-6009.904761904762,102.03205437963017,-69894.36623550612,69894.36623550612
1575,65.625,11.5,4.742857142857143,8.569918339391203,83.30882354599984,-62400.0,-6009.904761904762,83.30882354599984,-68326.59593835876,68326.59593835876
1576,65.66666666666667,11.33474025750198,4.742857142857143,8.569918339391203,58.90823406204999,-63986.49352798099,-6009.904761904762,58.90823406204999,-69937.4900558237,69937.4900558237
1577,65.70833333333333,10.850223208354528,4.742857142857143,8.569918339391203,30.493145777231167,-68637.85719979653,-6009.904761904762,30.493145777231167,-74617.26881592406,74617.26881592406
1578,65.75,10.079467888754756,4.742857142857143,8.569918339391203,1.4428356057502527e-14,-76037.10826795435,-6009.904761904762,1.4428356057502527e-14,-82047.01302985911,82047.01302985911
1579,65.79166666666667,9.075000000000001,4.742857142857143,8.569918339391203,0.0,-85679.99999999999,-6009.904761904762,0.0,-91689.90476190475,91689.90476190475
1580,65.83333333333333,7.905272368747226,4.742857142857143,8.569918339391203,0.0,-96909.38526002663,-6009.904761904762,0.0,-102919.29002193139,102919.29002193139
1581,65.875,6.65,4.742857142857143,8.569918339391203,0.0,-108960.0,-6009.904761904762,0.0,-114969.90476190476,114969.90476190476
1582,65.91666666666667,5.394727631252776,4.742857142857143,8.569918339391203,0.0,-121010.61473997335,-6009.904761904762,0.0,-127020.51950187811,127020.51950187811
1583,65.95833333333333,4.225000000000001,4.742857142857143,8.569918339391203,0.0,-132240.0,-6009.904761904762,0.0,-138249.90476190476,138249.90476190476
1584,66.0,3.0715728752538087,5.271428571428571,8.61668748865024,0.0,-143312.90039756344,-5770.285714285715,0.0,-149083.18611184915,149083.18611184915
1585,66.04166666666667,2.435898384862245,5.271428571428571,8.61668748865024,0.0,-149415.37550532244,-5770.285714285715,0.0,-155185.66121960816,155185.66121960816
1586,66.08333333333333,2.036296694843727,5.271428571428571,8.61668748865024,0.0,-153251.5517295002,-5770.285714285715,0.0,-159021.83744378592,159021.83744378592
1587,66.125,1.9000000000000004,5.271428571428571,8.61668748865024,0.0,-154560.0,-5770.285714285715,0.0,-160330.2857142857,160330.2857142857
1588,66.16666666666667,2.0362966948437276,5.271428571428571,8.61668748865024,0.0,-153251.5517295002,-5770.285714285715,0.0,-159021.83744378592,159021.83744378592
1589,66.20833333333333,2.4358983848622455,5.271428571428571,8.61668748865024,0.0,-149415.37550532244,-5770.285714285715,0.0,-155185.66121960816,155185.66121960816
1590,66.25,3.0715728752538105,5.271428571428571,8.61668748865024,0.0,-143312.9003975634,-5770.285714285715,0.0,-149083.18611184912,149083.18611184912
1591,66.29166666666667,3.9000000000000012,5.271428571428571,8.61668748865024,30.49314577723114,-135359.99999999997,-5770.285714285715,30.49314577723114,-141099.79256850845,141099.79256850845
1592,66.33333333333333,4.864723819589917,5.271428571428571,8.61668748865024,58.90823406204999,-126098.6513319368,-5770.285714285715,58.90823406204999,-131810.02881216045,131810.02881216045
1593,66.375,5.9,5.271428571428571,8.61668748865024,83.30882354599983,-116160.0,-5770.285714285715,83.30882354599983,-121846.97689073971,121846.97689073971
1594,66.41666666666667,6.935276180410083,5.271428571428571,8.61668748865024,102.03205437963015,-106221.3486680632,-5770.285714285715,102.03205437963015,-111889.60232796929,111889.60232796929
1595,66.45833333333333,7.9,5.271428571428571,8.61668748865024,113.80196932323099,-96960.0,-5770.285714285715,113.80196932323099,-102616.48374496248,102616.48374496248
1596,66.5,8.72842712474619,5.271428571428571,8.61668748865024,117.81646812410001,-89007.09960243657,-5770.285714285715,117.81646812410001,-94659.56884859818,94659.56884859818
1597,66.54166666666667,9.364101615137756,5.271428571428571,8.61668748865024,113.80196932323099,-82904.62449467754,-5770.285714285715,113.80196932323099,-88561.10823964002,88561.10823964002
1598,66.58333333333333,9.763703305156273,5.271428571428571,8.61668748865024,102.03205437963017,-79068.44827049978,-5770.285714285715,102.03205437963017,-84736.70193040586,84736.70193040586
1599,66.625,9.9,5.271428571428571,8.61668748865024,83.30882354599984,-77760.0,-5770.285714285715,83.30882354599984,-83446.97689073971,83446.97689073971
1600,66.66666666666667,9.763703305156273,5.271428571428571,8.61668748865024,58.90823406204999,-79068.44827049978,-5770.285714285715,58.90823406204999,-84779.82575072344,84779.82575072344
1601,66.70833333333333,9.364101615137756,5.271428571428571,8.61668748865024,30.493145777231167,-82904.62449467754,-5770.285714285715,30.493145777231167,-88644.41706318602,88644.41706318602
1602,66.75,8.72842712474619,5.271428571428571,8.61668748865024,1.4428356057502527e-14,-89007.09960243657,-5770.285714285715,1.4428356057502527e-14,-94777.38531672228,94777.38531672228
1603,66.79166666666667,7.9,5.271428571428571,8.61668748865024,0.0,-96960.0,-5770.285714285715,0.0,-102730.28571428571,102730.28571428571
1604,66.83333333333333,6.935276180410083,5.271428571428571,8.61668748865024,0.0,-106221.3486680632,-5770.285714285715,0.0,-111991.63438234892,111991.63438234892
